year,collector_id,full_id,full_tree,site,Population,cone_id,serot,cone_length_mm,cone_x,cone_y,no_filled,no_unfilled,tot_seed_wgt_g,mism_g,seed_1_g,seed_2_g,seed_3_g,seed_4_g,seed_5_g,seed_6_g,seed_7_g,seed_8_g,seed_9_g,seed_10_g,no_scal,tot_scale_wt_g,mibm_g,scale_1_g,scale_2_g,scale_3_g,scale_4_g,scale_5_g,scale_6_g,scale_7_g,scale_8_g,scale_9_g,scale_10_g,no_immature
22/23,TC,PUK_FF5_5,FF5,Pukaki,C,PUK_FF5_5,N,42.15,22.38,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF5_6,FF5,Pukaki,C,PUK_FF5_6,N,45.09,24.64,23.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF5_7,FF5,Pukaki,C,PUK_FF5_7,N,45.68,23.71,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF5_8,FF5,Pukaki,C,PUK_FF5_8,N,44.04,24.1,22.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF6_1,FF6,Pukaki,C,PUK_FF6_1,N,45.65,23.42,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF6_2,FF6,Pukaki,C,PUK_FF6_2,N,44.04,21.88,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF7_1,FF7,Pukaki,C,PUK_FF7_1,N,38.02,17.9,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF7_Epi1,FF7,Pukaki,C,PUK_FF7_Epi1,N,40.14,17.93,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF7_Epi2,FF7,Pukaki,C,PUK_FF7_Epi2,N,42.79,18.63,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF8_1,FF8,Pukaki,C,PUK_FF8_1,N,43.84,18.17,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,PUK_FF8_2,FF8,Pukaki,C,PUK_FF8_2,N,44.04,17.95,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF1_1,FF1,Hanmer,C,HAN_FF1_1,N,34.52,18.75,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF2_1,FF2,Hanmer,C,HAN_FF2_1,N,34.79,24.3,23.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF2_2,FF2,Hanmer,C,HAN_FF2_2,N,34.82,25.04,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF2_3,FF2,Hanmer,C,HAN_FF2_3,N,37.41,28.52,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF3_1,FF3,Hanmer,C,HAN_FF3_1,N,45.57,27.54,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF3_2,FF3,Hanmer,C,HAN_FF3_2,N,48.26,28.53,28.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF4_1,FF4,Hanmer,C,HAN_FF4_1,N,39.68,27.95,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF4_2,FF4,Hanmer,C,HAN_FF4_2,N,40.75,24.61,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF5_1,FF5,Hanmer,C,HAN_FF5_1,N,45,25.73,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF5_2,FF5,Hanmer,C,HAN_FF5_2,N,44.64,27.17,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,HAN_FF5_3,FF5,Hanmer,C,HAN_FF5_3,N,42.75,24.28,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF1_1,FF1,Flockhill,C,FH_FF1_1,N,33.12,22.44,20.23,6,112,0.0152,0.002533333,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF1_2,FF1,Flockhill,C,FH_FF1_2,N,34.27,20.71,20.33,14,71,0.0548,0.003914286,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF2_1,FF2,Flockhill,C,FH_FF2_1,N,44.95,29.18,27.04,45,65,0.2662,0.005915556,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF3_1,FF3,Flockhill,C,FH_FF3_1,N,51.39,33.47,30.21,49,90,0.2433,0.004965306,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF3_2,FF3,Flockhill,C,FH_FF3_2,N,48.86,32.57,28.44,28,107,0.1335,0.004767857,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_1,FF4,Flockhill,C,FH_FF4_1,N,39.38,28.11,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_2,FF4,Flockhill,C,FH_FF4_2,N,35.44,23.94,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_3,FF4,Flockhill,C,FH_FF4_3,N,37.42,25.71,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_4,FF4,Flockhill,C,FH_FF4_4,N,38.39,24.71,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_5,FF4,Flockhill,C,FH_FF4_5,N,33.41,21.32,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_6,FF4,Flockhill,C,FH_FF4_6,N,34,26.05,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_7,FF4,Flockhill,C,FH_FF4_7,N,40.76,28.43,25.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_8,FF4,Flockhill,C,FH_FF4_8,N,37.81,25.71,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_9,FF4,Flockhill,C,FH_FF4_9,N,36.57,27.89,27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_10,FF4,Flockhill,C,FH_FF4_10,N,38.77,25.59,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_11,FF4,Flockhill,C,FH_FF4_11,N,38.6,24..65,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_12,FF4,Flockhill,C,FH_FF4_12,N,37.79,25.35,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_13,FF4,Flockhill,C,FH_FF4_13,N,36.91,28.44,26.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_14,FF4,Flockhill,C,FH_FF4_14,N,33.28,25.12,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_15,FF4,Flockhill,C,FH_FF4_15,N,35.69,27.49,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_16,FF4,Flockhill,C,FH_FF4_16,N,41.85,27.97,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_17,FF4,Flockhill,C,FH_FF4_17,N,36.69,24.26,22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_18,FF4,Flockhill,C,FH_FF4_18,N,36.56,27.97,24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_19,FF4,Flockhill,C,FH_FF4_19,N,37.94,25.78,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF4_20,FF4,Flockhill,C,FH_FF4_20,N,36.04,23.83,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF5_1,FF5,Flockhill,C,FH_FF5_1,N,49.52,28.82,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF5_2,FF5,Flockhill,C,FH_FF5_2,N,48.13,28.97,26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF5_3,FF5,Flockhill,C,FH_FF5_3,N,36.92,22.59,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF6_1,FF6,Flockhill,C,FH_FF6_1,N,32.82,25.89,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF6_2,FF6,Flockhill,C,FH_FF6_2,N,33.85,22.96,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF6_3,FF6,Flockhill,C,FH_FF6_3,N,36.66,26.22,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF6_4,FF6,Flockhill,C,FH_FF6_4,N,34.8,27.29,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF6_5,FF6,Flockhill,C,FH_FF6_5,N,38.8,29.23,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF7_1,FF7,Flockhill,C,FH_FF7_1,N,43.7,27.97,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF7_2,FF7,Flockhill,C,FH_FF7_2,N,42.1,29.44,26.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_1,FF8,Flockhill,C,FH_FF8_1,N,28.18,25.5,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_2,FF8,Flockhill,C,FH_FF8_2,N,28.5,24.47,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_3,FF8,Flockhill,C,FH_FF8_3,N,31.62,28.07,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_4,FF8,Flockhill,C,FH_FF8_4,N,28.29,25.77,25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_5,FF8,Flockhill,C,FH_FF8_5,N,28.3,23.99,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_6,FF8,Flockhill,C,FH_FF8_6,N,31.24,26.24,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_7,FF8,Flockhill,C,FH_FF8_7,N,34.49,29.43,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_8,FF8,Flockhill,C,FH_FF8_8,N,29.29,24.31,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_9,FF8,Flockhill,C,FH_FF8_9,N,30.15,23.47,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_10,FF8,Flockhill,C,FH_FF8_10,N,32.04,26.98,26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_11,FF8,Flockhill,C,FH_FF8_11,N,28.17,24.62,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_12,FF8,Flockhill,C,FH_FF8_12,N,27.72,24.76,23.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_13,FF8,Flockhill,C,FH_FF8_13,N,31.02,27.34,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF8_14,FF8,Flockhill,C,FH_FF8_14,N,27.07,22.26,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_1,FF9,Flockhill,C,FH_FF9_1,N,41.01,18.94,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_2,FF9,Flockhill,C,FH_FF9_2,N,41.56,19.88,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_3,FF9,Flockhill,C,FH_FF9_3,N,41.91,17.9,18.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_4,FF9,Flockhill,C,FH_FF9_4,N,27.87,18.45,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_5,FF9,Flockhill,C,FH_FF9_5,N,39.92,20.84,20.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_6,FF9,Flockhill,C,FH_FF9_6,N,51.92,24.53,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_7,FF9,Flockhill,C,FH_FF9_7,N,50.66,30.21,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF9_8,FF9,Flockhill,C,FH_FF9_8,N,47.65,27.05,26.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF10_1,FF10,Flockhill,C,FH_FF10_1,N,37.96,26.7,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF10_2,FF10,Flockhill,C,FH_FF10_2,N,38.36,27.75,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF10_3,FF10,Flockhill,C,FH_FF10_3,N,31.72,23.65,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF10_4,FF10,Flockhill,C,FH_FF10_4,N,31.94,25.01,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF10_5,FF10,Flockhill,C,FH_FF10_5,N,28.28,22.49,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_1,FF11,Flockhill,C,FH_FF11_1,N,42.29,27.31,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_2,FF11,Flockhill,C,FH_FF11_2,N,50.12,32.8,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_3,FF11,Flockhill,C,FH_FF11_3,N,37.12,25.69,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_4,FF11,Flockhill,C,FH_FF11_4,N,37.22,26.15,25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_5,FF11,Flockhill,C,FH_FF11_5,N,26.86,18.94,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_6,FF11,Flockhill,C,FH_FF11_6,N,39.87,30.22,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_7,FF11,Flockhill,C,FH_FF11_7,N,35.54,26.83,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_8,FF11,Flockhill,C,FH_FF11_8,N,40.13,26.98,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_9,FF11,Flockhill,C,FH_FF11_9,N,42.14,28.32,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_10,FF11,Flockhill,C,FH_FF11_10,N,35.33,25.25,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_11,FF11,Flockhill,C,FH_FF11_11,N,41.21,22.94,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_12,FF11,Flockhill,C,FH_FF11_12,N,45.89,29.89,28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_13,FF11,Flockhill,C,FH_FF11_13,N,47.95,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_14,FF11,Flockhill,C,FH_FF11_14,N,47.15,30.69,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF11_15,FF11,Flockhill,C,FH_FF11_15,N,36.17,25.25,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_1,FF12,Flockhill,C,FH_FF12_1,N,41.89,31.26,29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_2,FF12,Flockhill,C,FH_FF12_2,N,36.6,27.24,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_3,FF12,Flockhill,C,FH_FF12_3,N,44.62,33.06,29.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_4,FF12,Flockhill,C,FH_FF12_4,N,39.22,31.39,30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_5,FF12,Flockhill,C,FH_FF12_5,N,40.6,34.56,32.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_6,FF12,Flockhill,C,FH_FF12_6,N,38.17,29.8,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_7,FF12,Flockhill,C,FH_FF12_7,N,39.38,29.52,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_8,FF12,Flockhill,C,FH_FF12_8,N,43.8,30.04,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_9,FF12,Flockhill,C,FH_FF12_9,N,38.08,28.07,28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_10,FF12,Flockhill,C,FH_FF12_10,N,41.66,22.01,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_11,FF12,Flockhill,C,FH_FF12_11,N,40.82,32.74,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_12,FF12,Flockhill,C,FH_FF12_12,N,42.26,31.84,32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_13,FF12,Flockhill,C,FH_FF12_13,N,46.6,34.03,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_14,FF12,Flockhill,C,FH_FF12_14,N,41.92,33.02,29.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_15,FF12,Flockhill,C,FH_FF12_15,N,41.41,28.16,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF12_16,FF12,Flockhill,C,FH_FF12_16,N,39.71,31.85,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_1,FF13,Flockhill,C,FH_FF13_1,N,37.29,25.2,23.21,32,40,0.1243,0.003884375,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_2,FF13,Flockhill,C,FH_FF13_2,N,35.6,25.45,22.93,15,48,0.0631,0.004206667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_3,FF13,Flockhill,C,FH_FF13_3,N,42.88,26.76,26.33,40,51,0.1532,0.00383,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_4,FF13,Flockhill,C,FH_FF13_4,N,31.91,23.42,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_5,FF13,Flockhill,C,FH_FF13_5,N,40.52,27.73,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_6,FF13,Flockhill,C,FH_FF13_6,N,40.67,26.33,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_7,FF13,Flockhill,C,FH_FF13_7,N,37.39,25.77,25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_8,FF13,Flockhill,C,FH_FF13_8,N,37.7,26.52,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_9,FF13,Flockhill,C,FH_FF13_9,N,39.06,24.92,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_10,FF13,Flockhill,C,FH_FF13_10,N,38.02,25.59,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_11,FF13,Flockhill,C,FH_FF13_11,N,35.24,24.82,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_12,FF13,Flockhill,C,FH_FF13_12,N,44.95,26.27,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_13,FF13,Flockhill,C,FH_FF13_13,N,39.18,25.54,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_14,FF13,Flockhill,C,FH_FF13_14,N,38.72,26.42,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_15,FF13,Flockhill,C,FH_FF13_15,N,39.53,26.67,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_16,FF13,Flockhill,C,FH_FF13_16,N,39.36,25.83,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_17,FF13,Flockhill,C,FH_FF13_17,N,38.87,26.68,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_18,FF13,Flockhill,C,FH_FF13_18,N,39.53,26.88,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_19,FF13,Flockhill,C,FH_FF13_19,N,41.17,28.26,26.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_20,FF13,Flockhill,C,FH_FF13_20,N,43.97,24.5,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF14_1,FF14,Flockhill,C,FH_FF14_1,N,32.07,20.07,19.57,2,32,0.0101,0.00505,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_1,FF15,Flockhill,C,FH_FF15_1,N,40.33,27.22,26.34,10,89,0.0374,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_2,FF15,Flockhill,C,FH_FF15_2,N,30.68,21.58,21.27,2,28,0.0095,0.00475,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_3,FF15,Flockhill,C,FH_FF15_3,N,27.22,19.87,19.33,2,33,0.0025,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_1,PS1,Flockhill,A,FH_PS1_1,N,36.15,22.15,22.39,11,30,0.0348,0.003163636,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_2,PS1,Flockhill,A,FH_PS1_2,N,37.25,22.47,23.12,6,67,0.0283,0.004716667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_3,PS1,Flockhill,A,FH_PS1_3,N,38.13,21.6,22.1,9,74,0.0414,0.0046,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_4,PS1,Flockhill,A,FH_PS1_4,N,33.66,21.08,22.35,2,60,0.0032,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_1,PS2,Flockhill,A,FH_PS2_1,N,32.08,-,-,10,86,0.0362,0.00362,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_2,PS2,Flockhill,A,FH_PS2_2,N,37.06,-,-,14,86,0.0788,0.005628571,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_3,PS2,Flockhill,A,FH_PS2_3,N,35.91,-,-,6,54,0.03,0.005,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_4,PS2,Flockhill,A,FH_PS2_4,N,35.32,-,-,4,77,0.0206,0.00515,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_5,PS2,Flockhill,A,FH_PS2_5,N,41.04,-,-,18,101,0.0679,0.003772222,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_6,PS2,Flockhill,A,FH_PS2_6,N,32.61,20.96,19.82,4,99,0.0192,0.0048,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_7,PS2,Flockhill,A,FH_PS2_7,N,40.82,23.32,21.38,7,73,0.0451,0.006442857,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_8,PS2,Flockhill,A,FH_PS2_8,N,41.91,22.77,21.35,15,109,0.0889,0.005926667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_9,PS2,Flockhill,A,FH_PS2_9,N,41.03,23.45,21.47,15,76,0.0907,0.006046667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_10,PS2,Flockhill,A,FH_PS2_10,N,36.52,23.2,21.21,17,117,0.0694,0.004082353,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_11,PS2,Flockhill,A,FH_PS2_11,N,41.85,24.13,23.75,17,114,0.0943,0.005547059,,,,,,,,,,,,,,,,,,,,,,,,
