image_name,region,tree,tree_height,tree_x,tree_y,dbh,tree_age,position,cone,seed,cone_length,undev_seed_count,dev_seed_count,seed_mg,wing_area_mm2,wing_width_mm,wing_length_mm,seed_area_mm2,seed_width_mm,seed_length_mm,circle_area_mm2,circle_width_mm,cone_x,cone_y
PUK_2_BOT_1_S9,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C1,S9,50.92,15,106,1.1,46.30364518,4.604863222,13.90577508,5.561538241,2.158054711,3.480243161,19.63495408,5,24.73,24.65
PUK_2_BOT_2_S1,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S1,50.9,10,101,4.3,48.89367182,4.410876133,15.13595166,5.701295857,2.114803625,3.700906344,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S10,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S10,50.9,10,101,4.7,47.30768706,4.441087613,14.60725076,4.995468561,1.948640483,3.474320242,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S2,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S2,50.9,10,101,1.3,45.71806546,4.577039275,13.29305136,5.41662568,2.160120846,3.398791541,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S3,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S3,50.9,10,101,4.3,46.29318988,4.090909091,15.12121212,5.540820153,1.96969697,3.833333333,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S4,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S4,50.9,10,101,4.4,47.51902096,4.498480243,14.45288754,5.303835321,2.097264438,3.556231003,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S5,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S5,50.9,10,101,3.9,48.63443258,4.407294833,14.90881459,5.71714188,2.142857143,3.617021277,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S6,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S6,50.9,10,101,4,53.07393142,4.727272727,15.03030303,5.313944235,2.045454545,3.545454545,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S7,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S7,50.9,10,101,4.4,46.45518701,4.441087613,13.76132931,4.772743321,2.024169184,3.277945619,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S8,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S8,50.9,10,101,4,51.07045353,4.516616314,14.71299094,5.219213153,2.114803625,3.35347432,19.63495408,5,24.46,23.79
PUK_2_BOT_2_S9,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C2,S9,50.9,10,101,4.4,46.05360554,4.272727273,14.54545455,6.213751847,2.303030303,3.803030303,19.63495408,5,24.46,23.79
PUK_2_BOT_3_S1,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S1,47.39,12,85,4.7,48.9536182,4.417177914,15,5.274507702,1.978527607,3.757668712,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S10,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S10,47.39,12,85,3.5,45.66239827,4.143730887,14.40366972,5.764203085,2.171253823,3.486238532,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S2,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S2,47.39,12,85,4.2,27.92431545,3.190184049,11.93251534,5.017177966,2.024539877,3.466257669,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S3,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S3,47.39,12,85,3.5,41.21465209,4.557926829,12.42378049,5.133421069,2.134146341,3.262195122,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S4,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S4,47.39,12,85,1.3,46.71216492,4.298780488,14.46646341,5.641625001,2.179878049,3.582317073,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S5,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S5,47.39,12,85,4.3,43.90039771,4.036697248,14.58715596,5.417306481,2.079510703,3.623853211,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S6,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S6,47.39,12,85,1.6,25.84561326,2.996941896,11.74311927,4.537871522,1.941896024,3.348623853,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S7,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S7,47.39,12,85,1.4,46.05501843,4.268292683,14.11585366,5.302213322,2.195121951,3.277439024,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S8,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S8,47.39,12,85,4.1,47.04185542,4.187116564,14.86196319,5.773923238,2.193251534,3.665644172,19.63495408,5,23.43,23.07
PUK_2_BOT_3_S9,PUK,2,5.8,3.26,2.67,9,8,BOT,T2_BOT_C3,S9,47.39,12,85,4.5,44.55180661,4.801223242,12.62996942,4.979185534,1.926605505,3.409785933,19.63495408,5,23.43,23.07
PUK_2_MH_1_S1,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S1,55.5,18,114,4,51.80032148,4.87804878,14.49695122,6.24664701,2.37804878,3.536585366,19.63495408,5,27.41,26.66
PUK_2_MH_1_S10,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S10,55.5,18,114,4.5,56.24472299,4.832317073,15.33536585,6.063817193,2.195121951,3.673780488,19.63495408,5,27.41,26.66
PUK_2_MH_1_S2,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S2,55.5,18,114,5.4,58.60936564,5.091463415,15.5945122,6.168751303,2.347560976,3.643292683,19.63495408,5,27.41,26.66
PUK_2_MH_1_S3,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S3,55.5,18,114,4.8,48.19892679,4.363636364,14.46969697,5.863042783,2.166666667,3.590909091,19.63495408,5,27.41,26.66
PUK_2_MH_1_S4,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S4,55.5,18,114,4.9,42.08386336,4.009146341,13.67378049,5.606922755,2.103658537,3.62804878,19.63495408,5,27.41,26.66
PUK_2_MH_1_S5,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S5,55.5,18,114,4.2,44.77537276,3.920972644,14.69604863,5.681999883,2.142857143,3.708206687,19.63495408,5,27.41,26.66
PUK_2_MH_1_S6,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S6,55.5,18,114,5,44.49318632,4.270516717,14.1337386,5.588008448,2.234042553,3.58662614,19.63495408,5,27.41,26.66
PUK_2_MH_1_S7,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S7,55.5,18,114,4.2,54.70362531,5.183486239,14.55657492,5.616470475,2.262996942,3.516819572,19.63495408,5,27.41,26.66
PUK_2_MH_1_S8,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S8,55.5,18,114,4.9,59.78851464,5.106060606,15.78787879,5.641373172,2.272727273,3.439393939,19.63495408,5,27.41,26.66
PUK_2_MH_1_S9,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C1,S9,55.5,18,114,1.8,40.58206062,4.161585366,13.1554878,5.267542833,2.088414634,3.62804878,19.63495408,5,27.41,26.66
PUK_2_MH_2_S1,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S1,43.57,9,84,4.4,37.11460372,4.589665653,11.18541033,4.819382571,1.990881459,3.389057751,19.63495408,5,21.72,21.52
PUK_2_MH_2_S10,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S10,43.57,9,84,3.3,40.83915925,4.181818182,13.18181818,4.91233877,2.045454545,3.409090909,19.63495408,5,21.72,21.52
PUK_2_MH_2_S2,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S2,43.57,9,84,3.6,43.83085902,4.5,13.10606061,5.089899388,2.136363636,3.363636364,19.63495408,5,21.72,21.52
PUK_2_MH_2_S3,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S3,43.57,9,84,4.1,41.82765424,4.194528875,13.54103343,5.165177121,2.203647416,3.465045593,19.63495408,5,21.72,21.52
PUK_2_MH_2_S4,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S4,43.57,9,84,3.7,37.78261664,3.984848485,13,5.290135013,2.045454545,3.46969697,19.63495408,5,21.72,21.52
PUK_2_MH_2_S5,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S5,43.57,9,84,4.2,40.16570812,4.589665653,12.27963526,5.010200641,2.036474164,3.343465046,19.63495408,5,21.72,21.52
PUK_2_MH_2_S6,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S6,43.57,9,84,4,41.08147326,4.151515152,13.18181818,5.326959513,2.090909091,3.378787879,19.63495408,5,21.72,21.52
PUK_2_MH_2_S7,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S7,43.57,9,84,4.1,44.62558289,4.285714286,13.93617021,4.869107582,1.914893617,3.434650456,19.63495408,5,21.72,21.52
PUK_2_MH_2_S8,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S8,43.57,9,84,4.4,42.38644786,4.363636364,12.66666667,5.197279506,2.196969697,3.287878788,19.63495408,5,21.72,21.52
PUK_2_MH_2_S9,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C2,S9,43.57,9,84,4.2,44.45586959,4.255319149,14.02735562,4.847368566,1.945288754,3.434650456,19.63495408,5,21.72,21.52
PUK_2_MH_3_S1,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S1,46.43,7,87,3.7,45.63984488,4.546827795,13.29305136,5.194864408,2.145015106,3.141993958,19.63495408,5,23.07,22.01
PUK_2_MH_3_S10,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S10,46.43,7,87,4,34.55070703,3.696969697,13.01515152,4.873068282,1.848484848,3.636363636,19.63495408,5,23.07,22.01
PUK_2_MH_3_S2,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S2,46.43,7,87,3.3,36.83244665,4.224924012,11.82370821,4.685876723,2.021276596,3.252279635,19.63495408,5,23.07,22.01
PUK_2_MH_3_S3,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S3,46.43,7,87,3.5,49.17880756,4.481707317,14.46646341,5.214052503,2.027439024,3.414634146,19.63495408,5,23.07,22.01
PUK_2_MH_3_S4,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S4,46.43,7,87,4.6,43.74488533,4.969604863,12.75075988,4.795109784,1.990881459,3.404255319,19.63495408,5,23.07,22.01
PUK_2_MH_3_S5,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S5,46.43,7,87,3.4,42.0160108,4.439393939,13.07575758,4.260073575,1.787878788,3.333333333,19.63495408,5,23.07,22.01
PUK_2_MH_3_S6,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S6,46.43,7,87,3.7,39.36274537,4.181818182,12.51515152,4.015037893,1.757575758,3.151515152,19.63495408,5,23.07,22.01
PUK_2_MH_3_S7,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S7,46.43,7,87,3.8,25.38135779,3.151515152,11.10606061,4.756321591,1.984848485,3.424242424,19.63495408,5,23.07,22.01
PUK_2_MH_3_S8,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S8,46.43,7,87,3,41.11875025,4.348484848,12.90909091,5.179955318,2.212121212,3.378787879,19.63495408,5,23.07,22.01
PUK_2_MH_3_S9,PUK,2,5.8,3.26,2.67,9,8,MH,T2_MH_C3,S9,46.43,7,87,3.7,43.81798371,3.912386707,14.56193353,5.055218612,2.009063444,3.383685801,19.63495408,5,23.07,22.01
PUK_2_TOP_1_S1,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S1,49.62,10,105,4.2,28.77409361,3.383685801,11.64652568,4.527817118,1.827794562,3.383685801,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S10,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S10,49.62,10,105,3.2,39.72475343,3.632218845,14.39209726,5.38793824,2.082066869,3.571428571,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S2,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S2,49.62,10,105,4.2,39.57101914,3.954545455,13.74242424,5.093469529,2,3.606060606,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S3,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S3,49.62,10,105,3.8,41.18069076,4.331306991,13.23708207,4.628258771,1.975683891,3.267477204,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S4,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S4,49.62,10,105,3.7,49.26049858,4.665653495,14.24012158,5.564161791,2.112462006,3.556231003,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S5,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S5,49.62,10,105,4.6,41.37813083,4.515151515,12.53030303,4.907823395,1.909090909,3.409090909,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S6,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S6,49.62,10,105,3.7,38.67675344,4,12.75757576,4.772459336,1.924242424,3.378787879,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S7,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S7,49.62,10,105,3.5,45.33483315,4.439393939,13.93939394,5.199717935,2.227272727,3.287878788,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S8,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S8,49.62,10,105,4.5,39.74203999,3.909090909,13.57575758,5.131568698,2.090909091,3.454545455,19.63495408,5,24.33,23.89
PUK_2_TOP_1_S9,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C1,S9,49.62,10,105,3.7,45.79836532,4.484848485,13.6969697,5.08142092,2.121212121,3.424242424,19.63495408,5,24.33,23.89
PUK_2_TOP_2_S1,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S1,50.18,5,103,4.3,41.76022098,4.189602446,13.51681957,5.049794558,1.972477064,3.547400612,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S10,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S10,50.18,5,103,4,50.54213003,5.152439024,13.50609756,5.000403733,1.829268293,3.536585366,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S11,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S11,50.18,5,103,0,18.62209755,2.629969419,8.975535168,4.496630206,2.033639144,3.195718654,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S2,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S2,50.18,5,103,4.4,46.90227311,4.452887538,14.4224924,5.701212592,2.234042553,3.601823708,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S3,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S3,50.18,5,103,3.7,48.4159594,5.060790274,13.86018237,5.124160048,1.990881459,3.556231003,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S4,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S4,50.18,5,103,3.6,45.17616841,4.618902439,13.81097561,4.9847259,1.966463415,3.506097561,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S5,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S5,50.18,5,103,4.4,54.45429419,4.878419453,14.57446809,5.82190771,2.234042553,3.541033435,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S6,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S6,50.18,5,103,4,43.04785478,4.329268293,13.30792683,5.634750437,2.164634146,3.68902439,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S7,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S7,50.18,5,103,4.1,49.86595302,4.847560976,14.07012195,5.086766105,2.027439024,3.643292683,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S8,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S8,50.18,5,103,4,43.46725877,4.740061162,12.90519878,5.249982778,2.064220183,3.394495413,19.63495408,5,25.17,24.42
PUK_2_TOP_2_S9,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C2,S9,50.18,5,103,4.4,47.21420587,4.375,14.49695122,5.60241868,2.195121951,3.506097561,19.63495408,5,25.17,24.42
PUK_2_TOP_3_S1,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S1,40.83,14,80,3.4,41.90067515,4.327217125,13.22629969,4.83182359,2.003058104,3.363914373,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S10,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S10,40.83,14,80,3.5,38.06507789,3.981762918,12.94832827,5.008296035,2.036474164,3.343465046,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S2,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S2,40.83,14,80,3.4,39.50012106,4.31402439,12.5,4.622408364,1.966463415,3.262195122,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S3,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S3,40.83,14,80,3.8,39.65608193,4.361702128,12.32522796,4.99237878,1.945288754,3.449848024,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S4,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S4,40.83,14,80,3.7,35.69158947,4.036697248,12.29357798,4.968242237,2.110091743,3.318042813,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S5,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S5,40.83,14,80,3.6,38.64269586,4.133738602,12.59878419,4.738142313,1.899696049,3.343465046,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S6,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S6,40.83,14,80,3.8,40.5709558,4.483282675,12.38601824,4.868109557,1.975683891,3.358662614,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S7,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S7,40.83,14,80,3.6,37.04380198,3.780487805,12.89634146,4.725654624,1.81402439,3.582317073,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S8,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S8,40.83,14,80,3.4,36.13787291,3.856707317,12.25609756,4.796030081,1.875,3.475609756,19.63495408,5,20.8,20.59
PUK_2_TOP_3_S9,PUK,2,5.8,3.26,2.67,9,8,TOP,T2_TOP_C3,S9,40.83,14,80,3.5,37.60325194,4.054878049,12.5152439,4.94492996,2.149390244,3.368902439,19.63495408,5,20.8,20.59
PUK_3_BOT_1_S1,PUK,3,6.56,3.6,2.5,10.3,9,BOT,T3_BOT_C1,S1,42.78,10,48,4.7,33.83537767,3.902439024,12.5,6.179065798,2.149390244,3.887195122,19.63495408,5,20.96,19.5
PUK_3_BOT_1_S10,PUK,3,6.56,3.6,2.5,10.3,9,BOT,T3_BOT_C1,S10,42.78,10,48,4.8,33.83082321,3.860182371,12.72036474,6.348283162,2.310030395,3.799392097,19.63495408,5,20.96,19.5
PUK_3_BOT_1_S2,PUK,3,6.56,3.6,2.5,10.3,9,BOT,T3_BOT_C1,S2,42.78,10,48,6.4,48.47010287,4.376899696,15.22796353,7.213496645,2.142857143,4.468085106,19.63495408,5,20.96,19.5
PUK_3_BOT_1_S3,PUK,3,6.56,3.6,2.5,10.3,9,BOT,T3_BOT_C1,S3,42.78,10,48,5,36.98925722,3.932926829,13.07926829,6.431440304,2.37804878,3.826219512,19.63495408,5,20.96,19.5
